"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","location_type","parent_station","wheelchair_boarding","platform_code"
000000006972,"","Blommegården (Damgårdsvej)",,"55.669536705622","12.349621481727",0,,0,""
000000006973,"","Godthåbsstien (Damgårdsvej)",,"55.670850335059","12.348270203283",0,,0,""
000000006976,"","Godthåbsstien (Damgårdsvej)",,"55.671065314182","12.347970401060",0,,0,""
000000006977,"","Blommegården (Damgårdsvej)",,"55.669070127221","12.349915653882",0,,0,""
000000006978,"","Vilvordevej, Ordrupgaard (Klampenborgvej)",,"55.769106095269","12.561011653030",0,,0,""
000000006980,"","Ordrup Krat (Klampenborgvej)",,"55.769683355219","12.567763588959",0,,0,""
000000006983,"","Klampenborg St.",,"55.777266836254","12.587394373106",0,,0,""
000000006987,"","Ordrup Krat (Klampenborgvej)",,"55.769732077010","12.567943501335",0,,0,""
000000006989,"","Vilvordevej, Ordrupgaard (Klampenborgvej)",,"55.769651968929","12.558621041990",0,,0,""
000000006990,"","Rødeport (Klampenborgvej)",,"55.771688570698","12.555983422127",0,,0,""
000000006991,"","Ermelundsvej (Klampenborgvej)",,"55.773731250360","12.539435827279",0,,0,""
000000007001,"","Vedbyholm (Kettevej)",,"55.644633697698","12.450993332596",0,,0,""
000000007002,"","Hvidovre Hospital, Kollegiet (Kettevej)",,"55.645398259718","12.462142417105",0,,0,""
000000007004,"","Vigerslevvej (Vigerslev Allé)",,"55.655490645088","12.486746105116",0,,0,""
000000007005,"","Vigerslev Kirke (Vigerslev Allé)",,"55.658559693937","12.489802557780",0,,0,""
000000007006,"","Gladbovej (Vigerslev Allé)",,"55.659623891345","12.493794133959",0,,0,""
000000007007,"","Vigerslev Allé St. (Vigerslev Allé)",,"55.659851971838","12.498093016268",0,,0,""
000000007008,"","Fengersvej (Vigerslev Allé)",,"55.660987099475","12.505256573473",0,,0,""
000000007009,"","Vigerslev Allé Skole (Vigerslev Allé)",,"55.661241680855","12.509558065923",0,,0,""
000000007010,"","Peder Hjorts Vej (Vigerslev Allé)",,"55.661413950160","12.512961496650",0,,0,""
000000007012,"","Sjælør Boulevard (Vigerslev Allé)",,"55.662593847347","12.525108617243",0,,0,""
000000007013,"","Carlsberg St. (Vigerslev Allé)",,"55.663030907796","12.537094010593",0,,0,""
000000007021,"","Hovedbanegården (Tietgensgade)",,"55.670987291795","12.566005558617",0,,0,""
000000007022,"","Odd Fellow Palæet (Dronningens Tværgade)",,"55.683214138673","12.588573322904",0,,0,""
000000007023,"","Store Kongensgade (Dronningens Tværgade)",,"55.683850156889","12.586196533405",0,,0,""
000000007024,"","Borgergade (Sølvgade)",,"55.685407008940","12.585845778226",0,,0,""
000000007025,"","Kronprinsessegade (Sølvgade)",,"55.685989323516","12.583766312386",0,,0,""
000000007026,"","Georg Brandes Plads, Parkmuseerne (Sølvgade)",,"55.687926701498","12.577465377817",0,,0,""
000000007030,"","Nørre Campus (Tagensvej)",,"55.696683881429","12.560498498741",0,,0,""
000000007031,"","Arresøgade (Tagensvej)",,"55.697792186522","12.557319601203",0,,0,""
000000007032,"","Jagtvej (Tagensvej)",,"55.699600391254","12.553567242366",0,,0,""
000000007033,"","Ægirsgade (Tagensvej)",,"55.702060860908","12.549953354839",0,,0,""
000000007034,"","Skjolds Plads St. (Tagensvej)",,"55.703359795980","12.547634966550",0,,0,""
000000007035,"","Rovsingsgade (Tagensvej)",,"55.705084288501","12.544590648200",0,,0,""
000000007036,"","Lygten (Tagensvej)",,"55.708716414213","12.539314073667",0,,0,""
000000007037,"","Bispebjerg Hospital (Tagensvej)",,"55.711032956520","12.537246267788",0,,0,""
000000007038,"","Emdrup Torv (Emdrupvej)",,"55.722810951957","12.529788909409",0,,0,""
000000007039,"","Tuborgvej (Tagensvej)",,"55.712915598043","12.535569027548",0,,0,""
000000007040,"","Bispebjerg Hospital (Tagensvej)",,"55.711181028554","12.537100397543",0,,0,""
000000007041,"","Lygten (Tagensvej)",,"55.707966155234","12.540074283175",0,,0,""
000000007042,"","Rovsingsgade (Tagensvej)",,"55.704438649207","12.545774193076",0,,0,""
000000007043,"","Skjolds Plads St. (Tagensvej)",,"55.702895090750","12.548468593907",0,,0,""
000000007044,"","Ægirsgade (Tagensvej)",,"55.701643739532","12.550695711554",0,,0,""
000000007045,"","Jagtvej (Tagensvej)",,"55.698863607554","12.554789963479",0,,0,""
000000007046,"","Arresøgade (Tagensvej)",,"55.697762979545","12.557396551257",0,,0,""
000000007049,"","Kronprinsessegade (Sølvgade)",,"55.685840424122","12.584246089113",0,,0,""
000000007050,"","Borgergade (Sølvgade)",,"55.685106577476","12.586279822938",0,,0,""
000000007051,"","Hovedbanegården (Tietgensgade)",,"55.671186369309","12.566580551575",0,,0,""
000000007057,"","Carlsberg St. (Vigerslev Allé)",,"55.663049488411","12.536761643029",0,,0,""
