"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
000000000463,000000000375,2,120,,,,
000000000464,000000000374,2,180,,,,
000000000464,000000000464,2,120,,,,
000000000464,000000001842,2,240,,,,
000000000464,000000001859,2,180,,,,
000000000468,000008603007,2,180,,,,
000000000468,000000000468,2,120,,,,
000000000468,000000000593,2,300,,,,
000000000468,000000000639,2,120,,,,
000000000468,000000000640,2,240,,,,
000000000470,000000000470,2,120,,,,
000000000470,000000000500,2,120,,,,
000000000471,000000000471,2,120,,,,
000000000471,000000000499,2,120,,,,
000000000472,000000000472,2,120,,,,
000000000472,000000000498,2,240,,,,
000000000473,000000000473,2,120,,,,
000000000473,000000000497,2,120,,,,
000000000474,000000000474,2,120,,,,
000000000474,000000000496,2,120,,,,
000000000474,000000006015,2,180,,,,
000000000474,000000006026,2,360,,,,
000000000474,000000050100,2,120,,,,
000000000474,000000053475,2,120,,,,
000000000476,000000000494,2,120,,,,
000000000479,000008603009,2,300,,,,
000000000479,000000000479,2,120,,,,
000000000479,000000000490,2,360,,,,
000000000479,000000004900,2,300,,,,
000000000479,000000004920,2,240,,,,
000000000479,000000048915,2,360,,,,
000000000479,000000048916,2,120,,,,
000000000479,000000051896,2,240,,,,
000000000480,000000000480,2,120,,,,
000000000480,000000000489,2,120,,,,
000000000480,000000004835,2,360,,,,
000000000480,000000004848,2,360,,,,
000000000480,000000006012,2,360,,,,
000000000480,000000006028,2,300,,,,
000000001481,000000001500,2,120,,,,
000000001482,000000001499,2,120,,,,
000000001482,000000000586,2,180,,,,
000000001483,000000001498,2,120,,,,
000000001489,000000001492,2,120,,,,
000000001489,000000004716,2,180,,,,
000000001490,000008600659,2,180,,,,
000000001490,000000001491,2,120,,,,
000000001490,000000000542,2,120,,,,
000000001490,000000006983,2,120,,,,
000000001491,000008600659,2,180,,,,
000000001491,000000001490,2,120,,,,
000000001491,000000001491,2,120,,,,
000000001491,000000000542,2,120,,,,
000000001491,000000006983,2,120,,,,
000000001492,000000001489,2,120,,,,
000000001492,000000004716,2,180,,,,
000000001498,000000001483,2,120,,,,
000000001499,000000001482,2,120,,,,
000000001499,000000000586,2,180,,,,
000000001500,000000001481,2,120,,,,
000000001501,000000001480,2,120,,,,
000000001502,000000001479,2,120,,,,
000000001503,000000001478,2,180,,,,
000000001504,000000001477,2,120,,,,
000000001505,000000001476,2,120,,,,
000000001505,000000001505,2,120,,,,
000000001507,000000001474,2,120,,,,
000000001507,000000001507,2,120,,,,
000000001508,000000001473,2,120,,,,
000000001508,000000001508,2,120,,,,
000000001509,000000001509,2,120,,,,
000000001509,000000001683,2,180,,,,
000000001510,000000001471,2,300,,,,
000000001510,000000001510,2,120,,,,
000000001511,000000001470,2,240,,,,
000000001511,000000001511,2,120,,,,
000000001512,000000001468,2,180,,,,
000000001512,000000001469,2,180,,,,
000000001512,000000001512,2,120,,,,
000000001512,000000007916,2,360,,,,
000000001512,000000028450,2,360,,,,
000000001515,000000001467,2,180,,,,
000000001515,000000001468,2,420,,,,
000000001515,000000001515,2,120,,,,
000000001515,000000002830,2,180,,,,
000000001515,000000007916,2,360,,,,
000000001515,000000028450,2,360,,,,
000000001516,000000001464,2,180,,,,
000000001516,000000001516,2,120,,,,
000000001517,000000001463,2,180,,,,
000000001517,000000001517,2,120,,,,
000000001518,000000001462,2,120,,,,
000000001518,000000001518,2,120,,,,
000000001519,000000001461,2,120,,,,
000000001519,000000001519,2,120,,,,
000000001520,000008600654,2,180,,,,
000000001520,000000001460,2,120,,,,
000000001520,000000001520,2,120,,,,
000000001520,000000029848,2,120,,,,
000000001520,000000052565,2,180,,,,
000000001520,000000053104,2,180,,,,
000000001521,000000001459,2,180,,,,
000000001521,000000001521,2,120,,,,
000000001522,000000001082,2,240,,,,
000000001522,000000001129,2,240,,,,
000000001522,000000001458,2,180,,,,
000000001522,000008603336,2,180,,,,
000000001523,000000001457,2,480,,,,
000000001524,000000001456,2,240,,,,
000000001525,000008600650,2,240,,,,
000000001525,000000001361,2,120,,,,
000000001525,000000001525,2,120,,,,
000000001525,000008603334,2,360,,,,
000000001527,000008600626,2,420,,,,
000000001527,000000001152,2,180,,,,
000000001527,000000001527,2,120,,,,
000000001527,000000007021,2,540,,,,
000000001527,000000007051,2,540,,,,
000000001527,000000010842,2,480,,,,
000000001527,000000010843,2,480,,,,
000000001527,000000010844,2,480,,,,
000000001527,000000010845,2,480,,,,
000000001527,000000010055,2,240,,,,
000000001527,000000010057,2,360,,,,
000000001527,000008650626,2,540,,,,
000000001527,000008651626,2,540,,,,
000000001527,000008603330,2,480,,,,
000000001528,000000001451,2,120,,,,
000000001528,000000001528,2,120,,,,
000000001532,000000001447,2,240,,,,
000000001533,000008600624,2,480,,,,
000000001533,000000001983,2,540,,,,
000000001533,000000001102,2,180,,,,
000000001533,000000001231,2,180,,,,
000000001533,000000001444,2,240,,,,
000000001533,000000001445,2,180,,,,
000000001533,000000001533,2,120,,,,
000000001533,000000001534,2,300,,,,
000000001533,000000010426,2,420,,,,
000000001533,000000010427,2,420,,,,
000000001533,000008650624,2,600,,,,
000000001533,000008651624,2,600,,,,
000000001533,000000053730,2,600,,,,
000000001533,000000054280,2,480,,,,
000000001534,000008600624,2,420,,,,
000000001534,000000001983,2,480,,,,
000000001534,000000001102,2,360,,,,
000000001534,000000001231,2,360,,,,
000000001534,000000001444,2,120,,,,
000000001534,000000001445,2,360,,,,
000000001534,000000001533,2,300,,,,
000000001534,000000001534,2,120,,,,
000000001534,000000010426,2,420,,,,
000000001534,000000010427,2,480,,,,
000000001534,000008650624,2,480,,,,
000000001534,000008651624,2,480,,,,
000000001534,000000053730,2,480,,,,
000000001534,000000054280,2,480,,,,
000000001535,000000001443,2,120,,,,
000000001535,000000001535,2,120,,,,
000000001536,000008600701,2,180,,,,
000000001536,000000001442,2,120,,,,
000000001536,000000001536,2,120,,,,
000000001536,000008651701,2,120,,,,
000000001536,000008650701,2,120,,,,
000000001537,000000001441,2,180,,,,
000000001537,000000001537,2,120,,,,
000000001538,000000001440,2,120,,,,
000000001538,000000001538,2,120,,,,
000000001539,000000001439,2,120,,,,
000000001539,000000001539,2,120,,,,
000000001540,000000001438,2,180,,,,
000000001540,000000001540,2,120,,,,
000000001540,000000007143,2,180,,,,
000000001541,000000001541,2,120,,,,
000000001544,000000001544,2,120,,,,
000000001544,000000001593,2,180,,,,
000000001545,000008600760,2,240,,,,
000000001545,000000001314,2,240,,,,
000000001545,000000001545,2,120,,,,
000000001545,000000001591,2,240,,,,
000000001545,000000001592,2,300,,,,
000000001545,000000051573,2,300,,,,
000000001545,000008651760,2,120,,,,
000000001545,000008650760,2,240,,,,
000000001547,000000001586,2,120,,,,
000000001548,000000001585,2,120,,,,
000000001549,000000002304,2,180,,,,
000000001549,000000002341,2,180,,,,
000000001549,000000001549,2,120,,,,
000000001549,000000001584,2,300,,,,
000000001550,000000001350,2,180,,,,
000000001550,000000001424,2,180,,,,
000000001550,000000001583,2,180,,,,
000000001551,000000001582,2,180,,,,
000000001552,000000001148,2,180,,,,
000000001552,000000001167,2,180,,,,
000000001552,000000001581,2,120,,,,
000000001553,000008603306,2,240,,,,
000000001553,000000001580,2,120,,,,
000000001553,000000000678,2,300,,,,
000000001553,000000000679,2,120,,,,
000000001553,000000000714,2,120,,,,
000000001553,000000000715,2,300,,,,
000000001554,000000001579,2,120,,,,
000000001555,000000003078,2,180,,,,
000000001555,000000001578,2,120,,,,
000000001555,000000003025,2,180,,,,
000000001556,000000001577,2,120,,,,
000000001558,000000001575,2,120,,,,
000000001559,000000001560,2,240,,,,
000000001559,000000001573,2,240,,,,
000000001559,000000001574,2,180,,,,
000000001559,000000006018,2,240,,,,
000000001559,000000006023,2,180,,,,
000000001560,000000001559,2,240,,,,
000000001560,000000001573,2,120,,,,
000000001560,000000001574,2,360,,,,
000000001560,000000006018,2,360,,,,
000000001560,000000006023,2,360,,,,
000000001561,000000001572,2,120,,,,
000000001563,000000001570,2,120,,,,
000000001564,000000001569,2,180,,,,
000000001565,000008600653,2,180,,,,
000000001565,000000001079,2,120,,,,
000000001565,000000001565,2,120,,,,
000000001565,000008603346,2,540,,,,
000000001567,000000001080,2,240,,,,
000000001567,000000001567,2,120,,,,
000000001568,000000001132,2,180,,,,
000000001568,000000001619,2,180,,,,
000000001569,000000001564,2,180,,,,
000000001570,000000001563,2,120,,,,
000000001572,000000001561,2,120,,,,
000000001573,000000001559,2,240,,,,
000000001573,000000001560,2,120,,,,
000000001573,000000001574,2,360,,,,
000000001573,000000006018,2,360,,,,
000000001573,000000006023,2,360,,,,
000000001574,000000001559,2,180,,,,
000000001574,000000001560,2,360,,,,
000000001574,000000001573,2,360,,,,
000000001574,000000006018,2,180,,,,
000000001574,000000006023,2,180,,,,
000000001575,000000001558,2,120,,,,
000000001577,000000001556,2,120,,,,
000000001578,000000003078,2,180,,,,
000000001578,000000001555,2,120,,,,
000000001578,000000003025,2,180,,,,
000000001579,000000001554,2,120,,,,
000000001580,000008603306,2,300,,,,
000000001580,000000001553,2,120,,,,
000000001580,000000000678,2,300,,,,
000000001580,000000000679,2,180,,,,
000000001580,000000000714,2,120,,,,
000000001580,000000000715,2,300,,,,
000000001581,000000001148,2,180,,,,
000000001581,000000001167,2,180,,,,
000000001581,000000001552,2,120,,,,
000000001582,000000001551,2,180,,,,
000000001583,000000001350,2,180,,,,
000000001583,000000001424,2,180,,,,
000000001583,000000001550,2,180,,,,
000000001583,000000001583,2,120,,,,
000000001584,000000002304,2,300,,,,
000000001584,000000002341,2,240,,,,
000000001584,000000001549,2,300,,,,
000000001585,000000001548,2,120,,,,
000000001586,000000001547,2,120,,,,
000000001587,000000001293,2,120,,,,
000000001587,000000001587,2,120,,,,
000000001587,000000007081,2,240,,,,
000000001587,000000007103,2,360,,,,
000000001587,000008603344,2,300,,,,
000000001589,000000001589,2,120,,,,
000000001590,000000001290,2,180,,,,
000000001590,000000051574,2,180,,,,
000000002520,000000002520,2,120,,,,
000000002520,000000002545,2,120,,,,
000000002521,000000002521,2,120,,,,
000000002521,000000002544,2,120,,,,
000000002522,000000002543,2,120,,,,
000000002523,000000002542,2,120,,,,
000000002525,000000002525,2,120,,,,
000000002525,000000002540,2,120,,,,
000000002526,000000002526,2,120,,,,
000000002526,000000002539,2,180,,,,
000000002527,000000002527,2,120,,,,
000000002527,000000002538,2,120,,,,
000000002528,000000002528,2,120,,,,
000000002528,000000002537,2,120,,,,
000000002529,000000002529,2,120,,,,
000000002529,000000002536,2,120,,,,
000000002530,000000002530,2,120,,,,
000000002530,000000002535,2,120,,,,
000000002531,000000002531,2,120,,,,
000000002531,000000002534,2,120,,,,
000000002532,000000002532,2,120,,,,
000000002532,000000002533,2,120,,,,
000000002533,000000002532,2,120,,,,
000000002533,000000002533,2,120,,,,
000000002534,000000002531,2,120,,,,
000000002534,000000002534,2,120,,,,
000000002535,000000002530,2,120,,,,
000000002535,000000002535,2,120,,,,
000000002536,000000002529,2,120,,,,
000000002536,000000002536,2,120,,,,
000000002537,000000002528,2,120,,,,
000000002537,000000002537,2,120,,,,
000000002538,000000002527,2,120,,,,
000000002538,000000002538,2,120,,,,
000000002539,000000002526,2,180,,,,
000000002539,000000002539,2,120,,,,
000000002540,000000002525,2,120,,,,
000000002540,000000002540,2,120,,,,
000000002542,000000002523,2,120,,,,
000000002543,000000002522,2,120,,,,
000000002544,000000002521,2,120,,,,
000000002544,000000002544,2,120,,,,
000000002545,000000002520,2,120,,,,
000000002545,000000002545,2,120,,,,
000000002546,000000002519,2,180,,,,
000000002547,000000002518,2,120,,,,
000000002548,000000002517,2,120,,,,
000000002549,000000002516,2,120,,,,
000000002552,000000003200,2,180,,,,
000000002552,000000002583,2,120,,,,
000000002553,000000002582,2,180,,,,
000000002554,000000002581,2,120,,,,
000000002555,000000002580,2,120,,,,
000000002556,000000002579,2,120,,,,
000000002557,000000002578,2,180,,,,
000000002558,000000002558,2,120,,,,
000000002558,000000002577,2,120,,,,
000000002559,000000002576,2,120,,,,
000000002560,000000002575,2,120,,,,
000000002561,000000002574,2,120,,,,
000000002562,000000002573,2,120,,,,
000000002563,000000002572,2,180,,,,
000000002564,000000002571,2,180,,,,
000000002565,000000002565,2,120,,,,
000000002565,000000002570,2,120,,,,
000000002566,000000002568,2,120,,,,
000000002567,000000002567,2,120,,,,
000000002568,000000002566,2,120,,,,
000000002570,000000002565,2,120,,,,
000000002570,000000002570,2,120,,,,
000000002571,000000002564,2,180,,,,
000000002571,000000002571,2,120,,,,
000000002572,000000002563,2,180,,,,
000000002573,000000002562,2,120,,,,
000000002574,000000002561,2,120,,,,
000000002575,000000002560,2,120,,,,
000000002576,000000002559,2,120,,,,
000000002577,000000002558,2,120,,,,
000000002577,000000002577,2,120,,,,
000000002578,000000002557,2,180,,,,
000000002579,000000002556,2,120,,,,
000000002580,000000002555,2,120,,,,
000000002581,000000002554,2,120,,,,
000000002582,000000002553,2,180,,,,
000000002583,000000003200,2,180,,,,
000000002583,000000002552,2,120,,,,
000000002586,000000000387,2,180,,,,
000000002586,000000000448,2,180,,,,
000000002586,000000002586,2,120,,,,
000000002586,000000001872,2,180,,,,
000000002595,000000000336,2,120,,,,
000000002595,000000000363,2,180,,,,
000000002595,000000002595,2,120,,,,
000000002595,000000007220,2,180,,,,
000000002595,000000007038,2,120,,,,
000000002595,000000053506,2,120,,,,
000000002600,000000002600,2,120,,,,
000000002600,000000002650,2,240,,,,
000000002601,000000002601,2,120,,,,
000000002601,000000002649,2,180,,,,
000000002602,000000002602,2,120,,,,
000000002602,000000002648,2,120,,,,
000000002603,000008600798,2,120,,,,
000000002603,000000002603,2,120,,,,
000000002603,000000002647,2,120,,,,
000000002603,000000004166,2,120,,,,
000000002603,000000004199,2,120,,,,
000000002603,000000005195,2,180,,,,
000000002603,000000005226,2,180,,,,
000000002603,000000004520,2,120,,,,
000000002603,000000004527,2,120,,,,
000000002603,000000043003,2,180,,,,
000000002603,000008651798,2,120,,,,
000000002603,000008650798,2,120,,,,
000000002603,000000052887,2,120,,,,
000000002604,000000002604,2,120,,,,
000000002604,000000002646,2,120,,,,
000000002605,000000002605,2,120,,,,
000000002605,000000002645,2,120,,,,
000000002606,000000002606,2,120,,,,
000000002606,000000002644,2,120,,,,
000000002607,000000002607,2,120,,,,
000000002607,000000002643,2,120,,,,
000000002608,000000002642,2,120,,,,
000000002609,000000002609,2,120,,,,
000000002611,000000004456,2,180,,,,
000000002612,000000002612,2,120,,,,
000000002612,000000004162,2,180,,,,
000000002612,000000004454,2,180,,,,
000000002613,000000002640,2,180,,,,
000000002614,000000002639,2,120,,,,
000000002615,000000002638,2,120,,,,
000000002616,000000002637,2,180,,,,
000000002617,000000002636,2,120,,,,
000000002618,000000002635,2,120,,,,
000000002619,000000002634,2,120,,,,
000000002550,000000002455,2,300,,,,
000000002550,000000002515,2,120,,,,
000000002620,000000002633,2,120,,,,
000000002621,000000002632,2,120,,,,
000000002622,000000002631,2,120,,,,
000000002623,000000002630,2,180,,,,
000000002624,000000002629,2,180,,,,
000000002625,000000002628,2,120,,,,
000000002627,000008600620,2,360,,,,
000000002627,000000004028,2,960,,,,
000000002627,000000004030,2,180,,,,
000000002627,000000004032,2,900,,,,
000000002627,000000004159,2,120,,,,
000000002627,000000004206,2,180,,,,
000000002627,000000005205,2,180,,,,
000000002627,000000005011,2,120,,,,
000000002627,000008651620,2,180,,,,
000000002627,000008650620,2,180,,,,
000000002628,000000002625,2,120,,,,
000000002629,000000002624,2,180,,,,
000000002630,000000002623,2,180,,,,
000000003758,000000003778,2,120,,,,
000000003759,000000003759,2,120,,,,
000000003759,000000003777,2,120,,,,
000000003760,000000003760,2,120,,,,
000000003760,000000003776,2,120,,,,
000000003762,000000003762,2,120,,,,
000000003762,000000003774,2,180,,,,
000000003763,000000003773,2,180,,,,
000000003764,000000003764,2,120,,,,
000000003764,000000003772,2,120,,,,
000000003765,000000003771,2,120,,,,
000000003766,000000003770,2,120,,,,
000000003767,000000003769,2,120,,,,
000000003768,000008600768,2,240,,,,
000000003768,000000000049,2,120,,,,
000000003768,000000002265,2,180,,,,
000000003768,000000006321,2,120,,,,
000000003768,000000006325,2,120,,,,
000000003768,000000010671,2,120,,,,
000000003768,000000051473,2,600,,,,
000000003768,000000051474,2,600,,,,
000000003768,000008651768,2,120,,,,
000000003768,000008650768,2,120,,,,
000000003769,000000003767,2,120,,,,
000000003770,000000003766,2,120,,,,
000000003771,000000003765,2,120,,,,
000000003772,000000003764,2,120,,,,
000000003772,000000003772,2,120,,,,
000000003773,000000003763,2,180,,,,
000000003774,000000003762,2,180,,,,
000000003774,000000003774,2,120,,,,
000000003775,000000003775,2,120,,,,
000000003775,000000005995,2,300,,,,
000000003775,000000005996,2,300,,,,
000000003776,000000003760,2,120,,,,
000000003776,000000003776,2,120,,,,
000000003777,000000003759,2,120,,,,
000000003777,000000003777,2,120,,,,
000000003778,000000003758,2,120,,,,
000000003779,000000003757,2,180,,,,
000000003780,000000003756,2,120,,,,
000000003783,000000003753,2,120,,,,
000000003783,000000003783,2,120,,,,
000000003786,000008600692,2,120,,,,
000000003786,000000000208,2,360,,,,
000000003786,000000000256,2,240,,,,
000000003786,000000003750,2,120,,,,
000000003786,000000003786,2,120,,,,
000000003786,000000002732,2,360,,,,
000000003786,000000001871,2,300,,,,
000000003786,000000025076,2,120,,,,
000000003786,000000025077,2,120,,,,
000000003786,000008650692,2,120,,,,
000000003786,000000053554,2,240,,,,
000000003788,000000003206,2,120,,,,
000000003788,000000003788,2,120,,,,
000000003789,000000003908,2,120,,,,
000000003790,000000052093,2,120,,,,
000000003792,000000003748,2,180,,,,
000000003793,000000003794,2,120,,,,
000000003794,000000003793,2,120,,,,
000000003795,000000003795,2,120,,,,
000000003795,000000003796,2,120,,,,
000000003796,000000003795,2,120,,,,
000000003796,000000003796,2,120,,,,
000000003797,000000003799,2,120,,,,
000000003797,000000028555,2,120,,,,
000000003798,000000003798,2,120,,,,
000000003798,000000004144,2,180,,,,
000000003798,000000004221,2,180,,,,
000000003799,000000003797,2,120,,,,
000000003799,000000028555,2,120,,,,
000000003801,000000003801,2,120,,,,
000000003801,000000005184,2,180,,,,
000000003801,000000005206,2,180,,,,
000000003801,000000030873,2,180,,,,
000000003805,000000003283,2,180,,,,
000000003805,000000003328,2,180,,,,
000000003805,000000003479,2,120,,,,
000000003807,000000003477,2,120,,,,
000000003807,000000003864,2,180,,,,
000000003807,000000004630,2,180,,,,
000000003811,000000003473,2,120,,,,
000000003813,000000003471,2,120,,,,
000000003817,000000051379,2,180,,,,
000000003818,000000004623,2,120,,,,
000000003819,000000004622,2,120,,,,
000000003821,000000004621,2,120,,,,
000000003822,000000004620,2,120,,,,
000000003823,000000004619,2,120,,,,
000000003824,000000004618,2,120,,,,
000000003825,000000004617,2,120,,,,
000000003826,000000006422,2,120,,,,
000000003827,000000003495,2,300,,,,
000000003827,000000003827,2,120,,,,
000000003827,000000003832,2,120,,,,
000000003827,000000006419,2,300,,,,
000000003828,000000003828,2,120,,,,
000000003828,000000003831,2,120,,,,
000000003829,000000003486,2,300,,,,
000000003829,000000003488,2,300,,,,
000000003829,000000003829,2,120,,,,
000000003829,000000003830,2,120,,,,
000000003830,000000003486,2,240,,,,
000000003830,000000003488,2,240,,,,
000000003830,000000003829,2,120,,,,
000000003830,000000003830,2,120,,,,
000000003831,000000003828,2,120,,,,
000000003831,000000003831,2,120,,,,
000000003832,000000003495,2,300,,,,
000000003832,000000003827,2,120,,,,
000000003832,000000003832,2,120,,,,
000000003832,000000006419,2,240,,,,
000000003833,000000028648,2,120,,,,
000000003835,000000003835,2,120,,,,
000000003835,000000003855,2,180,,,,
000000003836,000000003836,2,120,,,,
000000003836,000000003854,2,180,,,,
000000003837,000000003837,2,120,,,,
000000003837,000000003853,2,240,,,,
000000003838,000000003838,2,120,,,,
000000003838,000000030586,2,180,,,,
000000003839,000000003839,2,120,,,,
000000003840,000000003840,2,120,,,,
000000003840,000000006775,2,240,,,,
000000003841,000000003841,2,120,,,,
000000003841,000000006774,2,240,,,,
000000003842,000000003842,2,120,,,,
000000003843,000008600766,2,180,,,,
000000003843,000000003843,2,120,,,,
000000003843,000000006777,2,120,,,,
000000003843,000000006795,2,120,,,,
000000003843,000000005075,2,480,,,,
000000003843,000000005110,2,540,,,,
000000003843,000000010283,2,180,,,,
000000003843,000008651766,2,120,,,,
000000003843,000008650766,2,120,,,,
000000003844,000000003851,2,180,,,,
000000003845,000000003850,2,180,,,,
000000003846,000000003846,2,120,,,,
000000003846,000000003849,2,180,,,,
000000003846,000000002859,2,120,,,,
000000003849,000000003846,2,180,,,,
000000003849,000000003849,2,120,,,,
000000003849,000000002859,2,180,,,,
000000003850,000000003845,2,180,,,,
000000003850,000000003850,2,120,,,,
000000003851,000000003844,2,180,,,,
000000003851,000000003851,2,120,,,,
000000003853,000000003837,2,240,,,,
000000003853,000000003853,2,120,,,,
000000003854,000000003836,2,180,,,,
000000003854,000000003854,2,120,,,,
000000003855,000000003835,2,180,,,,
000000003855,000000003855,2,120,,,,
000000003857,000000001217,2,180,,,,
000000003857,000000000796,2,120,,,,
000000003857,000000002988,2,120,,,,
000000003857,000000003000,2,180,,,,
000000003857,000000028390,2,120,,,,
000000003857,000000010526,2,180,,,,
000000003857,000000042515,2,180,,,,
000000003860,000000004634,2,120,,,,
000000003861,000000004633,2,120,,,,
000000003862,000000004632,2,120,,,,
000000003863,000000004631,2,120,,,,
000000003864,000000003477,2,180,,,,
000000003864,000000003807,2,180,,,,
000000003864,000000004630,2,120,,,,
000000003865,000000004629,2,120,,,,
000000003866,000000004628,2,180,,,,
000000003867,000000003878,2,120,,,,
000000003868,000000003877,2,120,,,,
000000003870,000000003870,2,120,,,,
000000003870,000000003875,2,120,,,,
000000003871,000000003871,2,120,,,,
000000003871,000000003874,2,120,,,,
000000003872,000000003872,2,120,,,,
000000003872,000000003873,2,120,,,,
000000003873,000000003872,2,120,,,,
000000003873,000000003873,2,120,,,,
000000003874,000000003871,2,120,,,,
000000003874,000000003874,2,120,,,,
000000003875,000000003870,2,120,,,,
000000003875,000000003875,2,120,,,,
000000000486,000000000486,2,120,,,,
000000000486,000000004883,2,120,,,,
000000000489,000000000480,2,120,,,,
000000000489,000000000489,2,120,,,,
000000000489,000000004835,2,360,,,,
000000000489,000000004848,2,360,,,,
000000000489,000000006012,2,360,,,,
000000000489,000000006028,2,300,,,,
000000000490,000008603009,2,180,,,,
000000000490,000000000479,2,360,,,,
000000000490,000000000490,2,120,,,,
000000000490,000000004900,2,300,,,,
000000000490,000000004920,2,300,,,,
000000000490,000000048915,2,120,,,,
000000000490,000000048916,2,360,,,,
000000000490,000000051896,2,180,,,,
000000000492,000000001935,2,120,,,,
000000000493,000000001914,2,240,,,,
000000000493,000000001931,2,240,,,,
000000000493,000000053486,2,360,,,,
000000000494,000000000476,2,120,,,,
000000000496,000000000474,2,120,,,,
000000000496,000000000496,2,120,,,,
000000000497,000000000473,2,120,,,,
000000000497,000000000497,2,120,,,,
000000000498,000000000472,2,240,,,,
000000000498,000000000498,2,120,,,,
000000000499,000000000471,2,120,,,,
000000000499,000000000499,2,120,,,,
000000000500,000000000470,2,120,,,,
000000000500,000000000500,2,120,,,,
000000000505,000000000335,2,240,,,,
000000000505,000000000364,2,240,,,,
000000000505,000000007117,2,240,,,,
000000000506,000000000579,2,120,,,,
000000000507,000000000578,2,120,,,,
000000000508,000000000577,2,120,,,,
000000000509,000000000576,2,120,,,,
000000000510,000008600689,2,180,,,,
000000000510,000000000575,2,120,,,,
000000000510,000000001729,2,180,,,,
000000000510,000000001746,2,240,,,,
000000000510,000000001747,2,120,,,,
000000000512,000000000574,2,120,,,,
000000000513,000000000573,2,120,,,,
000000000514,000008600781,2,300,,,,
000000000514,000000000289,2,360,,,,
000000000514,000000000323,2,360,,,,
000000000514,000000000572,2,120,,,,
000000000515,000000000571,2,120,,,,
000000000516,000000000570,2,180,,,,
000000000516,000000001834,2,180,,,,
000000000519,000000000519,2,120,,,,
000000000519,000000000567,2,120,,,,
000000000519,000000001829,2,240,,,,
000000000520,000000000566,2,180,,,,
000000000521,000000000565,2,120,,,,
000000000522,000000000522,2,120,,,,
000000000522,000000000564,2,180,,,,
000000000522,000000001770,2,240,,,,
000000000522,000000001816,2,180,,,,
000000000524,000000000524,2,120,,,,
000000000524,000000000562,2,120,,,,
000000000525,000000000525,2,120,,,,
000000000525,000000000561,2,120,,,,
000000000526,000000000526,2,120,,,,
000000000526,000000000560,2,120,,,,
000000000527,000000000527,2,120,,,,
000000000527,000000000559,2,240,,,,
000000000528,000000000528,2,120,,,,
000000000528,000000000558,2,120,,,,
000000000529,000000000529,2,120,,,,
000000000529,000000000557,2,120,,,,
000000000530,000000000530,2,120,,,,
000000000530,000000000556,2,180,,,,
000000000531,000000000555,2,120,,,,
000000000532,000000000554,2,120,,,,
000000000534,000000000552,2,120,,,,
000000000535,000000000551,2,120,,,,
000000000536,000000000548,2,180,,,,
000000000540,000000000544,2,180,,,,
000000000541,000000000541,2,120,,,,
000000000541,000000000543,2,180,,,,
000000000542,000008600659,2,180,,,,
000000000542,000000001490,2,120,,,,
000000000542,000000001491,2,120,,,,
000000000542,000000000542,2,120,,,,
000000000542,000000006983,2,120,,,,
000000000543,000000000541,2,180,,,,
000000000543,000000000543,2,120,,,,
000000000544,000000000540,2,180,,,,
000000000547,000008600658,2,360,,,,
000000000547,000000001689,2,180,,,,
000000000548,000000000536,2,180,,,,
000000000549,000000008938,2,120,,,,
000000000551,000000000535,2,120,,,,
000000000552,000000000534,2,120,,,,
000000000553,000008600657,2,240,,,,
000000000553,000000001779,2,120,,,,
000000000553,000000051065,2,120,,,,
000000000554,000000000532,2,120,,,,
000000000555,000000000531,2,120,,,,
000000000556,000000000530,2,180,,,,
000000000556,000000000556,2,120,,,,
000000000557,000000000529,2,120,,,,
000000000557,000000000557,2,120,,,,
000000000558,000000000528,2,120,,,,
000000000558,000000000558,2,120,,,,
000000000559,000000000527,2,240,,,,
000000000559,000000000559,2,120,,,,
000000000560,000000000526,2,120,,,,
000000000560,000000000560,2,120,,,,
000000000561,000000000525,2,120,,,,
000000000561,000000000561,2,120,,,,
000000000562,000000000524,2,120,,,,
000000000562,000000000562,2,120,,,,
000000000564,000000000522,2,180,,,,
000000000564,000000001770,2,180,,,,
000000000564,000000001816,2,180,,,,
000000000565,000000000521,2,120,,,,
000000000566,000000000520,2,180,,,,
000000000567,000000000519,2,120,,,,
000000000567,000000000567,2,120,,,,
000000000567,000000001829,2,180,,,,
000000000570,000000000516,2,180,,,,
000000000570,000000001834,2,180,,,,
000000000571,000000000515,2,120,,,,
000000000572,000008600781,2,300,,,,
000000000572,000000000289,2,360,,,,
000000000572,000000000323,2,360,,,,
000000000572,000000000514,2,120,,,,
000000000573,000000000513,2,120,,,,
000000000574,000000000512,2,120,,,,
000000000575,000008600689,2,180,,,,
000000000575,000000000510,2,120,,,,
000000000575,000000001729,2,180,,,,
000000000575,000000001746,2,180,,,,
000000000575,000000001747,2,180,,,,
000000000576,000000000509,2,120,,,,
000000000577,000000000508,2,120,,,,
000000000578,000000000507,2,120,,,,
000000000579,000000000506,2,120,,,,
000000000583,000000000589,2,180,,,,
000000000584,000000000588,2,120,,,,
000000000585,000000000587,2,180,,,,
000000000586,000000001482,2,180,,,,
000000000586,000000001499,2,180,,,,
000000000586,000000000586,2,120,,,,
000000000587,000000000585,2,180,,,,
000000000588,000000000584,2,120,,,,
000000000589,000000000583,2,180,,,,
000000000593,000008603007,2,240,,,,
000000000593,000000000468,2,300,,,,
000000000593,000000000593,2,120,,,,
000000000593,000000000639,2,360,,,,
