"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
000008600707,000000003532,2,180,,,,
000008600707,000000003562,2,120,,,,
000008600707,000008651707,2,120,,,,
000008600707,000008650707,2,120,,,,
000008600704,000008600704,2,120,,,,
000008600704,000000003039,2,120,,,,
000008600704,000000003064,2,120,,,,
000008600704,000008651704,2,120,,,,
000008600704,000008650704,2,120,,,,
000008600705,000008600705,2,120,,,,
000008600705,000000000099,2,120,,,,
000008600705,000000000123,2,120,,,,
000008600705,000000002948,2,120,,,,
000008600705,000000002961,2,120,,,,
000008600705,000008651705,2,120,,,,
000008600705,000008650705,2,120,,,,
000008600702,000008600702,2,120,,,,
000008600702,000000001341,2,180,,,,
000008600702,000000001433,2,180,,,,
000008600702,000008651702,2,180,,,,
000008600702,000008650702,2,180,,,,
000008600703,000008600703,2,360,,,,
000008600703,000008603301,2,180,,,,
000008600703,000000001638,2,360,,,,
000008600703,000000001679,2,300,,,,
000008600703,000000005456,2,240,,,,
000008600703,000000005458,2,180,,,,
000008600703,000000007584,2,240,,,,
000008600703,000000028597,2,240,,,,
000008600703,000008651703,2,180,,,,
000008600703,000008650703,2,240,,,,
000008600781,000008600781,2,120,,,,
000008600781,000000000289,2,180,,,,
000008600781,000000000323,2,180,,,,
000008600781,000000000514,2,300,,,,
000008600781,000000000572,2,300,,,,
000008600701,000008600701,2,120,,,,
000008600701,000000001442,2,180,,,,
000008600701,000000001536,2,180,,,,
000008600701,000008651701,2,180,,,,
000008600701,000008650701,2,180,,,,
000008600780,000008600780,2,300,,,,
000008600780,000000006476,2,660,,,,
000008600780,000000006520,2,660,,,,
000008604739,000008604739,2,120,,,,
000008604735,000008604735,2,360,,,,
000008604735,000573806311,2,300,,,,
000461000600,000461000600,2,240,,,,
000461000600,000461110700,2,240,,,,
000008600278,000008600278,2,360,,,,
000008600278,000685200101,2,240,,,,
000008600278,000685200102,2,240,,,,
000008600279,000008600279,2,360,,,,
000008600274,000008600274,2,120,,,,
000008600274,000657202301,2,240,,,,
000008600275,000008600275,2,240,,,,
000008600275,000657000101,2,240,,,,
000008600275,000657000102,2,240,,,,
000008600273,000008600273,2,60,,,,
000008600273,000663003209,2,240,,,,
000008600270,000008600270,2,120,,,,
000008600270,000663000401,2,240,,,,
000008600271,000008600271,2,120,,,,
000008600271,000663008901,2,240,,,,
000008600636,000008600636,2,120,,,,
000008600636,000000000133,2,720,,,,
000008600636,000000000134,2,540,,,,
000008600636,000000000168,2,540,,,,
000008600636,000000000169,2,660,,,,
000008600636,000000000170,2,780,,,,
000008600636,000000006485,2,660,,,,
000008600636,000000025090,2,180,,,,
000008600636,000000025091,2,180,,,,
000008600634,000008600634,2,120,,,,
000008600634,000008600634,2,240,"16448_109","16449_109",,
000008600634,000008600634,2,240,"16448_109","16451_109",,
000008600634,000008600634,2,240,"16448_109","16454_109",,
000008600634,000008600634,2,240,"16448_109","24609_109",,
000008600634,000008600634,2,240,"16449_109","16448_109",,
000008600634,000008600634,2,240,"16449_109","16452_109",,
000008600634,000008600634,2,240,"16451_109","16448_109",,
000008600634,000008600634,2,240,"16452_109","16449_109",,
000008600634,000008600634,2,240,"16454_109","16448_109",,
000008600634,000008600634,2,240,"24609_109","16448_109",,
000008600634,000000002056,2,180,,,,
000008600634,000000001301,2,360,,,,
000008600634,000000001320,2,420,,,,
000008600634,000000002912,2,180,,,,
000008600634,000008650634,2,180,,,,
000008600634,000008651634,2,180,,,,
000461102500,000461102500,2,240,,,,
000461102500,000461011100,2,60,,,,
000008600907,000008600907,2,120,,,,
000008600907,000000010217,2,360,,,,
000008601617,000008601617,2,120,,,,
000008601617,000000003399,2,360,,,,
000008601617,000000003467,2,360,,,,
000008600904,000008600904,2,120,,,,
000008601615,000008601615,2,120,,,,
000008601615,000000008372,2,180,,,,
000008601615,000000008404,2,180,,,,
000008600902,000008600902,2,120,,,,
000008600903,000008600903,2,120,,,,
000008600903,000000051842,2,420,,,,
000008601613,000008601613,2,120,,,,
000008601613,000000009377,2,180,,,,
000008600901,000008600901,2,120,,,,
000008600901,000000007561,2,780,,,,
000008600901,000000007562,2,480,,,,
000008600901,000000007873,2,780,,,,
000008600901,000000007880,2,540,,,,
000461000800,000461000800,2,240,,,,
000461000800,000461116200,2,180,,,,
000008603517,000008603517,2,120,,,,
000008603517,000000044432,2,120,,,,
000008603515,000008603515,2,120,,,,
000008603515,000000046415,2,120,,,,
000008603515,000000046424,2,120,,,,
000008603513,000008603513,2,120,,,,
000008603513,000000039168,2,120,,,,
000008601813,000008601813,2,240,,,,
000008601813,000819001601,2,240,,,,
000008601813,000819001602,2,240,,,,
000008600066,000008600066,2,240,,,,
000008600066,000615100101,2,240,,,,
000008600066,000615100104,2,240,,,,
000008600066,000615100109,2,240,,,,
000008600066,000615100102,2,240,,,,
000008600066,000615100103,2,240,,,,
000008600066,000615100105,2,240,,,,
000008600066,000615100106,2,240,,,,
000008600066,000615100107,2,240,,,,
000008600066,000615100108,2,240,,,,
000008600066,000008650066,2,360,,,,
000008600066,000008651066,2,360,,,,
000008600061,000008600061,2,300,,,,
000008600061,000745000601,2,240,,,,
000008600061,000745000602,2,240,,,,
000008600061,000745000603,2,240,,,,
000008600061,000745000604,2,300,,,,
000008600061,000008650061,2,300,,,,
000008600061,000008651061,2,300,,,,
000008601045,000008601045,2,120,,,,
000008601045,000000044780,2,180,,,,
000008601045,000000040616,2,120,,,,
000008601045,000000042018,2,180,,,,
000008600428,000008600428,2,360,,,,
000008600428,000531004201,2,300,,,,
000008600426,000008600426,2,360,,,,
000008600427,000008600427,2,120,,,,
000008600427,000531001801,2,300,,,,
000008600424,000008600424,2,360,,,,
000008600425,000008600425,2,360,,,,
000008600425,000531000801,2,480,,,,
000008600425,000531000802,2,480,,,,
000008600423,000008600423,2,120,,,,
000008600423,000571500102,2,300,,,,
000008600423,000571500103,2,300,,,,
000008600423,000571500104,2,300,,,,
000008600423,000571500106,2,300,,,,
000008600423,000571500107,2,300,,,,
000008600423,000571500108,2,300,,,,
000008600423,000571500109,2,300,,,,
000008600423,000571500101,2,300,,,,
000008600423,000571502501,2,300,,,,
000008600423,000571500105,2,300,,,,
000008600420,000008600420,2,360,,,,
000008600420,000557202501,2,300,,,,
000008600421,000008600421,2,120,,,,
000008600421,000571540101,2,300,,,,
000008601409,000008601409,2,120,,,,
000008601409,000000008361,2,120,,,,
000008601409,000000008415,2,120,,,,
000008601407,000008601407,2,120,,,,
000008601405,000008601405,2,120,,,,
000008601405,000000028826,2,120,,,,
000008601405,000000028827,2,180,,,,
000008601402,000008601402,2,120,,,,
000008601402,000000008007,2,300,,,,
000008601402,000000008077,2,300,,,,
000008601403,000008601403,2,120,,,,
000008601403,000000008000,2,120,,,,
000008601403,000000008084,2,120,,,,
000008601403,000000027012,2,180,,,,
000008601401,000008601401,2,120,,,,
000008601401,000000008160,2,120,,,,
000008601401,000000008213,2,240,,,,
000008603308,000008603308,2,120,,,,
000008603308,000000000904,2,360,,,,
000008603308,000000001357,2,120,,,,
000008603308,000000002344,2,360,,,,
000008603308,000000049441,2,720,,,,
000008603308,000000027686,2,120,,,,
000008603308,000000028414,2,360,,,,
000008603308,000000029526,2,300,,,,
000008603308,000000010762,2,720,,,,
000008603309,000008603309,2,120,,,,
000008603309,000000000670,2,360,,,,
000008603309,000000027524,2,120,,,,
000008603309,000000027525,2,120,,,,
000008603309,000000027856,2,240,,,,
000008603306,000008603306,2,120,,,,
000008603306,000000001553,2,240,,,,
000008603306,000000001580,2,300,,,,
000008603306,000000000678,2,120,,,,
000008603306,000000000679,2,300,,,,
000008603306,000000000714,2,240,,,,
000008603306,000000000715,2,120,,,,
000008603307,000008600646,2,240,,,,
000008603307,000008603307,2,120,,,,
000008603307,000000002157,2,300,,,,
000008603307,000000006584,2,180,,,,
000008603307,000000027532,2,120,,,,
000008603307,000000028143,2,240,,,,
000008603307,000000028329,2,180,,,,
000008603307,000000050461,2,180,,,,
000008603307,000000050460,2,240,,,,
000008603307,000000052615,2,180,,,,
000008603307,000000054414,2,180,,,,
000008603304,000008603304,2,120,,,,
000008603304,000000001235,2,480,,,,
000008603304,000000001236,2,180,,,,
000008603304,000000001273,2,180,,,,
000008603304,000000001274,2,420,,,,
000008603304,000000001345,2,420,,,,
000008603304,000000001645,2,360,,,,
000008603304,000000001671,2,420,,,,
000008603304,000000001672,2,360,,,,
000008603304,000000027961,2,240,,,,
000008603305,000008603305,2,120,,,,
000008603305,000000001094,2,180,,,,
000008603305,000000001145,2,300,,,,
000008603305,000000001170,2,300,,,,
000008603305,000000002969,2,180,,,,
000008603302,000008603302,2,120,,,,
000008603302,000008600736,2,180,,,,
000008603302,000000028652,2,240,,,,
000008603302,000000028654,2,300,,,,
000008603302,000000028655,2,300,,,,
000008603302,000008651736,2,240,,,,
000008603302,000008650736,2,240,,,,
000008603303,000008603303,2,120,,,,
000008603303,000000048332,2,240,,,,
000008603303,000000001176,2,240,,,,
000008603303,000000001643,2,300,,,,
000008603303,000000052457,2,300,,,,
000008603301,000008600703,2,180,,,,
000008603301,000008603301,2,120,,,,
000008603301,000000001638,2,360,,,,
000008603301,000000001679,2,360,,,,
000008603301,000000005456,2,240,,,,
000008603301,000000005458,2,240,,,,
000008603301,000000007584,2,240,,,,
000008603301,000000028597,2,240,,,,
000008603301,000008651703,2,240,,,,
000008603301,000008650703,2,240,,,,
000008600756,000008600756,2,120,,,,
000008600756,000000004415,2,180,,,,
000008600756,000000004451,2,180,,,,
000008600756,000000050670,2,180,,,,
000008600756,000008651756,2,180,,,,
000008600756,000008650756,2,180,,,,
000008600755,000008600755,2,120,,,,
000008600755,000000048089,2,180,,,,
000008600755,000000004359,2,240,,,,
000008600755,000000049426,2,240,,,,
000008600755,000008650755,2,300,,,,
000008600755,000008651755,2,300,,,,
000008601739,000008601739,2,120,,,,
000008601739,000000010574,2,300,,,,
000008601739,000000050874,2,180,,,,
000008601737,000008601737,2,120,,,,
000008601733,000008601733,2,120,,,,
000008601733,000000009094,2,180,,,,
000008600218,000008600218,2,120,,,,
000008600218,000561140101,2,300,,,,
000008600218,000561140102,2,300,,,,
000008600219,000008600219,2,240,,,,
000008600219,000557200101,2,300,,,,
000008600298,000008600298,2,360,,,,
000008600298,000677100101,2,240,,,,
000008600214,000008600214,2,360,,,,
000008600214,000561076709,2,300,,,,
000008600215,000008600215,2,240,,,,
000008600215,000561000103,2,420,,,,
000008600215,000561000101,2,420,,,,
000008600215,000561000102,2,420,,,,
000008600215,000561100101,2,420,,,,
000008600215,000561100102,2,420,,,,
000008600212,000008600212,2,120,,,,
000008600212,000573800105,2,300,,,,
000008600212,000573800108,2,300,,,,
000008600212,000573800106,2,300,,,,
000008600212,000573800103,2,300,,,,
000008600212,000573800102,2,300,,,,
000008600212,000573800101,2,300,,,,
000008600212,000573800107,2,300,,,,
000008600212,000573800104,2,300,,,,
000008600213,000008600213,2,120,,,,
000008600213,000573807911,2,600,,,,
000008600213,000573807912,2,600,,,,
000008600210,000008600210,2,360,,,,
000008600210,000577420102,2,300,,,,
000008600291,000008600291,2,360,,,,
000008600291,000653000101,2,240,,,,
000008600211,000008600211,2,360,,,,
000008600211,000573820201,2,300,,,,
000008600211,000573820202,2,300,,,,
000008600290,000008600290,2,360,,,,
000008600290,000611672101,2,180,,,,
000008600290,000611672102,2,180,,,,
000008602619,000008602619,2,120,,,,
